img_path,country,continent
geoguessr_data/compressed_dataset/Brazil/canvas_1630004389.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1630124189.jpg,United States,NA
geoguessr_data/compressed_dataset/Poland/canvas_1630054093.jpg,Poland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629474434.jpg,Japan,AS
geoguessr_data/compressed_dataset/Singapore/canvas_1630048476.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629864959.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Austria/canvas_1629669331.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Singapore/canvas_1630055972.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United States/canvas_1629595702.jpg,United States,NA
geoguessr_data/compressed_dataset/Greece/canvas_1630020458.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1629965661.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629696746.jpg,Japan,AS
geoguessr_data/compressed_dataset/Australia/canvas_1629578232.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1629544650.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629902998.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United States/canvas_1629268460.jpg,United States,NA
geoguessr_data/compressed_dataset/Philippines/canvas_1629539257.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Brazil/canvas_1629958564.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Denmark/canvas_1630285015.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Norway/canvas_1629716989.jpg,Norway,EU
geoguessr_data/compressed_dataset/United States/canvas_1629502172.jpg,United States,NA
geoguessr_data/compressed_dataset/Chile/canvas_1629415785.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Japan/canvas_1630213422.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630054518.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629521122.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629533645.jpg,Japan,AS
geoguessr_data/compressed_dataset/Mexico/canvas_1629306862.jpg,Mexico,NA
geoguessr_data/compressed_dataset/United States/canvas_1629258580.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629833193.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630215577.jpg,United States,NA
geoguessr_data/compressed_dataset/North Macedonia/canvas_1630046980.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Finland/canvas_1630057386.jpg,Finland,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629864616.jpg,Russia,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629855404.jpg,Japan,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629684270.jpg,Japan,AS
geoguessr_data/compressed_dataset/Italy/canvas_1629521959.jpg,Italy,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1629669212.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Luxembourg/canvas_1630051432.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Hungary/canvas_1629324834.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629564425.jpg,Japan,AS
geoguessr_data/compressed_dataset/Canada/canvas_1629593701.jpg,Canada,NA
geoguessr_data/compressed_dataset/Nigeria/canvas_1629588978.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Japan/canvas_1629777858.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629776034.jpg,United States,NA
geoguessr_data/compressed_dataset/Russia/canvas_1630048420.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629748599.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629837014.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Japan/canvas_1629932633.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630018589.jpg,United States,NA
geoguessr_data/compressed_dataset/Poland/canvas_1629481893.jpg,Poland,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629325971.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Thailand/canvas_1629776739.jpg,Thailand,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629680366.jpg,Japan,AS
geoguessr_data/compressed_dataset/Latvia/canvas_1630122947.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Germany/canvas_1629418070.jpg,Germany,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629417046.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629408471.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629927974.jpg,France,EU
geoguessr_data/compressed_dataset/Romania/canvas_1629449793.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Norway/canvas_1629513282.jpg,Norway,EU
geoguessr_data/compressed_dataset/United States/canvas_1629938115.jpg,United States,NA
geoguessr_data/compressed_dataset/Germany/canvas_1629282500.jpg,Germany,EU
geoguessr_data/compressed_dataset/United States/canvas_1629698486.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629477956.jpg,South Africa,AF
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629431173.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1630117142.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629729390.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United States/canvas_1629840391.jpg,United States,NA
geoguessr_data/compressed_dataset/Colombia/canvas_1630008824.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/United States/canvas_1630092411.jpg,United States,NA
geoguessr_data/compressed_dataset/Canada/canvas_1630172302.jpg,Canada,NA
geoguessr_data/compressed_dataset/Germany/canvas_1629758182.jpg,Germany,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629325099.jpg,Canada,NA
geoguessr_data/compressed_dataset/France/canvas_1629865673.jpg,France,EU
geoguessr_data/compressed_dataset/France/canvas_1629786595.jpg,France,EU
geoguessr_data/compressed_dataset/Spain/canvas_1630219509.jpg,Spain,EU
geoguessr_data/compressed_dataset/United States/canvas_1629681182.jpg,United States,NA
geoguessr_data/compressed_dataset/Germany/canvas_1629941689.jpg,Germany,EU
geoguessr_data/compressed_dataset/France/canvas_1629718886.jpg,France,EU
geoguessr_data/compressed_dataset/United States/canvas_1629621394.jpg,United States,NA
geoguessr_data/compressed_dataset/Russia/canvas_1629955958.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629909475.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629901170.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Croatia/canvas_1629536384.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Greece/canvas_1629411237.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Russia/canvas_1630095650.jpg,Russia,EU
geoguessr_data/compressed_dataset/Sweden/canvas_1629909468.jpg,Sweden,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630040455.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629319672.jpg,Russia,EU
geoguessr_data/compressed_dataset/France/canvas_1629535025.jpg,France,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1630222817.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Sweden/canvas_1629776925.jpg,Sweden,EU
geoguessr_data/compressed_dataset/South Africa/canvas_1629765869.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Sri Lanka/canvas_1629266288.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Australia/canvas_1630143433.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1630136647.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629535898.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629966386.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630080470.jpg,United States,NA
geoguessr_data/compressed_dataset/Denmark/canvas_1629685433.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Poland/canvas_1629857761.jpg,Poland,EU
geoguessr_data/compressed_dataset/United States/canvas_1629588816.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629270679.jpg,United States,NA
geoguessr_data/compressed_dataset/Norway/canvas_1629401685.jpg,Norway,EU
geoguessr_data/compressed_dataset/United States/canvas_1629328175.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629688449.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629735534.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/North Macedonia/canvas_1629284646.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Australia/canvas_1629964483.jpg,Australia,OC
geoguessr_data/compressed_dataset/Eswatini/canvas_1629267801.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United States/canvas_1629416445.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1630094394.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630271751.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629497665.jpg,France,EU
geoguessr_data/compressed_dataset/Kenya/canvas_1629550994.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United States/canvas_1629963098.jpg,United States,NA
geoguessr_data/compressed_dataset/South Africa/canvas_1629683804.jpg,South Africa,AF
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629993523.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629282279.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Taiwan/canvas_1629958737.jpg,Taiwan,AS
geoguessr_data/compressed_dataset/Norway/canvas_1629740487.jpg,Norway,EU
geoguessr_data/compressed_dataset/Finland/canvas_1629755484.jpg,Finland,EU
geoguessr_data/compressed_dataset/Poland/canvas_1629329295.jpg,Poland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629302677.jpg,Japan,AS
geoguessr_data/compressed_dataset/France/canvas_1629860200.jpg,France,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1630139678.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Brazil/canvas_1630046602.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Canada/canvas_1629418436.jpg,Canada,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629701959.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629447318.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/South Africa/canvas_1629274361.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Poland/canvas_1630019011.jpg,Poland,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629777073.jpg,Brazil,SA
geoguessr_data/compressed_dataset/United States/canvas_1629925427.jpg,United States,NA
geoguessr_data/compressed_dataset/Italy/canvas_1630045701.jpg,Italy,EU
geoguessr_data/compressed_dataset/United States/canvas_1629526626.jpg,United States,NA
geoguessr_data/compressed_dataset/Finland/canvas_1630269509.jpg,Finland,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629401846.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Switzerland/canvas_1629394518.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Turkey/canvas_1629967690.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629510628.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629573767.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630090555.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630275837.jpg,Argentina,SA
geoguessr_data/compressed_dataset/Australia/canvas_1629939483.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1630055498.jpg,United States,NA
geoguessr_data/compressed_dataset/Romania/canvas_1629349614.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Finland/canvas_1629275362.jpg,Finland,EU
geoguessr_data/compressed_dataset/Germany/canvas_1630038616.jpg,Germany,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1629932349.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629729229.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630108046.jpg,United States,NA
geoguessr_data/compressed_dataset/Italy/canvas_1629304030.jpg,Italy,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629620002.jpg,Russia,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629285152.jpg,Canada,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629837562.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629689099.jpg,United States,NA
geoguessr_data/compressed_dataset/Spain/canvas_1629427621.jpg,Spain,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1630288168.jpg,Mexico,NA
geoguessr_data/compressed_dataset/France/canvas_1630038977.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630019501.jpg,Japan,AS
geoguessr_data/compressed_dataset/Italy/canvas_1629393414.jpg,Italy,EU
geoguessr_data/compressed_dataset/Finland/canvas_1629933985.jpg,Finland,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1629784923.jpg,Mexico,NA
geoguessr_data/compressed_dataset/France/canvas_1629430398.jpg,France,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629752908.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629620522.jpg,Japan,AS
geoguessr_data/compressed_dataset/South Korea/canvas_1629667201.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Indonesia/canvas_1629756144.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630018614.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Ghana/canvas_1629693557.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Italy/canvas_1629728664.jpg,Italy,EU
geoguessr_data/compressed_dataset/Poland/canvas_1630043887.jpg,Poland,EU
geoguessr_data/compressed_dataset/Lithuania/canvas_1630028020.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1629407449.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629849087.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630056149.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629448984.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Poland/canvas_1630278052.jpg,Poland,EU
geoguessr_data/compressed_dataset/Thailand/canvas_1630055111.jpg,Thailand,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629679199.jpg,Russia,EU
geoguessr_data/compressed_dataset/Peru/canvas_1630075318.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Finland/canvas_1629472705.jpg,Finland,EU
geoguessr_data/compressed_dataset/United States/canvas_1630276620.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629914515.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/France/canvas_1630273888.jpg,France,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629913063.jpg,Canada,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629618333.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1629618424.jpg,United States,NA
geoguessr_data/compressed_dataset/New Zealand/canvas_1629738149.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/Finland/canvas_1629478400.jpg,Finland,EU
geoguessr_data/compressed_dataset/Argentina/canvas_1629769305.jpg,Argentina,SA
geoguessr_data/compressed_dataset/United States/canvas_1629843398.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629260765.jpg,France,EU
geoguessr_data/compressed_dataset/Senegal/canvas_1630267760.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/Ecuador/canvas_1630055280.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Japan/canvas_1629399449.jpg,Japan,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629547746.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1630108143.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/South Africa/canvas_1629871313.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Russia/canvas_1629280488.jpg,Russia,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629416489.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Singapore/canvas_1629792093.jpg,Singapore,AS
geoguessr_data/compressed_dataset/Spain/canvas_1629681295.jpg,Spain,EU
geoguessr_data/compressed_dataset/United States/canvas_1630082004.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630273405.jpg,Argentina,SA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629931583.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Slovakia/canvas_1629854255.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630118504.jpg,United States,NA
geoguessr_data/compressed_dataset/Peru/canvas_1629787059.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/France/canvas_1629750862.jpg,France,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1629262828.jpg,Mexico,NA
geoguessr_data/compressed_dataset/Greece/canvas_1629592905.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1629304108.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1630064007.jpg,Singapore,AS
geoguessr_data/compressed_dataset/France/canvas_1629614119.jpg,France,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629763679.jpg,Russia,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1629269180.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Australia/canvas_1630059340.jpg,Australia,OC
geoguessr_data/compressed_dataset/Germany/canvas_1630048643.jpg,Germany,EU
geoguessr_data/compressed_dataset/Netherlands/canvas_1630027898.jpg,Netherlands,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630068147.jpg,Japan,AS
geoguessr_data/compressed_dataset/Russia/canvas_1629397067.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629711951.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629903181.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630059448.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629278576.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1630271703.jpg,Japan,AS
geoguessr_data/compressed_dataset/France/canvas_1629670217.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629940689.jpg,Japan,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629788231.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630078214.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1629516085.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1630267231.jpg,United States,NA
geoguessr_data/compressed_dataset/Canada/canvas_1630104705.jpg,Canada,NA
geoguessr_data/compressed_dataset/France/canvas_1629422462.jpg,France,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1630028818.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629388962.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629774742.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Australia/canvas_1630336125.jpg,Australia,OC
geoguessr_data/compressed_dataset/United States/canvas_1630087391.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1629512874.jpg,Singapore,AS
geoguessr_data/compressed_dataset/Romania/canvas_1629779524.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Belgium/canvas_1629852536.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1629417725.jpg,Mexico,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629539904.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Sweden/canvas_1629443726.jpg,Sweden,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1630283432.jpg,Brazil,SA
geoguessr_data/compressed_dataset/France/canvas_1630010209.jpg,France,EU
geoguessr_data/compressed_dataset/Singapore/canvas_1629917551.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United States/canvas_1630213517.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630000929.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/South Africa/canvas_1629536791.jpg,South Africa,AF
geoguessr_data/compressed_dataset/Switzerland/canvas_1630107631.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Indonesia/canvas_1629929432.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Nigeria/canvas_1630270732.jpg,Other countries in AF,AF
geoguessr_data/compressed_dataset/United States/canvas_1629991297.jpg,United States,NA
geoguessr_data/compressed_dataset/Singapore/canvas_1630109067.jpg,Singapore,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629409262.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/United States/canvas_1630070025.jpg,United States,NA
geoguessr_data/compressed_dataset/Mexico/canvas_1629277834.jpg,Mexico,NA
geoguessr_data/compressed_dataset/United States/canvas_1629856816.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629695933.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629320007.jpg,United States,NA
geoguessr_data/compressed_dataset/Finland/canvas_1630281922.jpg,Finland,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629512288.jpg,Japan,AS
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629419877.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Turkey/canvas_1629954269.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/India/canvas_1629448576.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/Russia/canvas_1630143323.jpg,Russia,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629434515.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629924758.jpg,United States,NA
geoguessr_data/compressed_dataset/Thailand/canvas_1630221972.jpg,Thailand,AS
geoguessr_data/compressed_dataset/Norway/canvas_1629549895.jpg,Norway,EU
geoguessr_data/compressed_dataset/United States/canvas_1630048019.jpg,United States,NA
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629867022.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/France/canvas_1630252707.jpg,France,EU
geoguessr_data/compressed_dataset/United States/canvas_1629519776.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1629908995.jpg,United States,NA
geoguessr_data/compressed_dataset/Argentina/canvas_1630048860.jpg,Argentina,SA
geoguessr_data/compressed_dataset/Bulgaria/canvas_1629500907.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1629687288.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Hungary/canvas_1629761373.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Sweden/canvas_1629506720.jpg,Sweden,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629420906.jpg,Russia,EU
geoguessr_data/compressed_dataset/France/canvas_1630022620.jpg,France,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1629858173.jpg,Mexico,NA
geoguessr_data/compressed_dataset/Poland/canvas_1630082301.jpg,Poland,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629689768.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629274985.jpg,Japan,AS
geoguessr_data/compressed_dataset/Japan/canvas_1629475207.jpg,Japan,AS
geoguessr_data/compressed_dataset/Canada/canvas_1630042548.jpg,Canada,NA
geoguessr_data/compressed_dataset/Canada/canvas_1630045804.jpg,Canada,NA
geoguessr_data/compressed_dataset/Lithuania/canvas_1629919197.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630286888.jpg,United States,NA
geoguessr_data/compressed_dataset/Denmark/canvas_1629914826.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/United States/canvas_1630134852.jpg,United States,NA
geoguessr_data/compressed_dataset/Croatia/canvas_1629930288.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Netherlands/canvas_1630087115.jpg,Netherlands,EU
geoguessr_data/compressed_dataset/Canada/canvas_1629865262.jpg,Canada,NA
geoguessr_data/compressed_dataset/Brazil/canvas_1629501028.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Brazil/canvas_1630090897.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Canada/canvas_1630136827.jpg,Canada,NA
geoguessr_data/compressed_dataset/United States/canvas_1630272724.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1630050612.jpg,Australia,OC
geoguessr_data/compressed_dataset/Russia/canvas_1629445893.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1630121454.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630040614.jpg,United States,NA
geoguessr_data/compressed_dataset/France/canvas_1629830314.jpg,France,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629613669.jpg,Japan,AS
geoguessr_data/compressed_dataset/Malaysia/canvas_1629425910.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/United States/canvas_1629679001.jpg,United States,NA
geoguessr_data/compressed_dataset/Ireland/canvas_1630011504.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Brazil/canvas_1630121010.jpg,Brazil,SA
geoguessr_data/compressed_dataset/Romania/canvas_1630027204.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Guatemala/canvas_1630132792.jpg,Other countries in NA,NA
geoguessr_data/compressed_dataset/United States/canvas_1629736159.jpg,United States,NA
geoguessr_data/compressed_dataset/United States/canvas_1630286573.jpg,United States,NA
geoguessr_data/compressed_dataset/Australia/canvas_1629740047.jpg,Australia,OC
geoguessr_data/compressed_dataset/United Kingdom/canvas_1629702499.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Germany/canvas_1630037895.jpg,Germany,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629835910.jpg,Japan,AS
geoguessr_data/compressed_dataset/Romania/canvas_1630172289.jpg,Other countries in EU,EU
geoguessr_data/compressed_dataset/Mexico/canvas_1630252506.jpg,Mexico,NA
geoguessr_data/compressed_dataset/France/canvas_1629442783.jpg,France,EU
geoguessr_data/compressed_dataset/Russia/canvas_1629668182.jpg,Russia,EU
geoguessr_data/compressed_dataset/Australia/canvas_1630221280.jpg,Australia,OC
geoguessr_data/compressed_dataset/Russia/canvas_1629269926.jpg,Russia,EU
geoguessr_data/compressed_dataset/United States/canvas_1629754488.jpg,United States,NA
geoguessr_data/compressed_dataset/Colombia/canvas_1629755490.jpg,Other countries in SA,SA
geoguessr_data/compressed_dataset/Spain/canvas_1629750021.jpg,Spain,EU
geoguessr_data/compressed_dataset/Malaysia/canvas_1629835804.jpg,Other countries in AS,AS
geoguessr_data/compressed_dataset/New Zealand/canvas_1629751792.jpg,New Zealand,OC
geoguessr_data/compressed_dataset/United States/canvas_1630057867.jpg,United States,NA
geoguessr_data/compressed_dataset/Japan/canvas_1629903231.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1629325212.jpg,United States,NA
geoguessr_data/compressed_dataset/Spain/canvas_1630107902.jpg,Spain,EU
geoguessr_data/compressed_dataset/United Kingdom/canvas_1630054800.jpg,United Kingdom,EU
geoguessr_data/compressed_dataset/Japan/canvas_1629933931.jpg,Japan,AS
geoguessr_data/compressed_dataset/United States/canvas_1630139660.jpg,United States,NA
geoguessr_data/compressed_dataset/Russia/canvas_1630120390.jpg,Russia,EU
